Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LFUS","LITTELFUSE INC","Equity","0.03","191.30","67,998.00","13,008,017.40","13,008,017.40","Information Technology","2531832","US5370081045","NASDAQ"
"AXS","AXIS CAPITAL HOLDINGS LTD","Equity","0.03","59.44","218,440.00","12,984,073.60","12,984,073.60","Financials","2677606","BMG0692U1099","New York Stock Exchange Inc."
"CLH","CLEAN HARBORS INC","Equity","0.03","85.75","151,391.00","12,981,778.25","12,981,778.25","Industrials","2202473","US1844961078","New York Stock Exchange Inc."
"CASY","CASEYS GENERAL STORES INC","Equity","0.03","158.99","80,409.00","12,784,226.91","12,784,226.91","Consumer Staples","2179414","US1475281036","NASDAQ"
"AXTA","AXALTA COATING SYSTEMS LTD","Equity","0.03","30.40","419,992.00","12,767,756.80","12,767,756.80","Materials","BSFWCF5","BMG0750C1082","New York Stock Exchange Inc."
"CR","CRANE","Equity","0.03","86.38","147,269.00","12,721,096.22","12,721,096.22","Industrials","2231897","US2243991054","New York Stock Exchange Inc."
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.03","35.84","354,922.00","12,720,404.48","12,720,404.48","Industrials","BF0LKD0","US4990491049","New York Stock Exchange Inc."
"FLO","FLOWERS FOODS INC","Equity","0.03","21.74","583,562.00","12,686,637.88","12,686,637.88","Consumer Staples","2744243","US3434981011","New York Stock Exchange Inc."
"SEIC","SEI INVESTMENTS","Equity","0.03","65.48","192,395.00","12,598,024.60","12,598,024.60","Financials","2793610","US7841171033","NASDAQ"
"RYN","RAYONIER REIT INC","Equity","0.03","32.76","380,311.00","12,458,988.36","12,458,988.36","Real Estate","2473138","US7549071030","New York Stock Exchange Inc."
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.03","39.23","316,912.00","12,432,457.76","12,432,457.76","Financials","BF429K9","US10922N1037","NASDAQ"
"NYT","NEW YORK TIMES CLASS A","Equity","0.03","32.17","386,219.00","12,424,665.23","12,424,665.23","Communication","2632003","US6501111073","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.03","62.87","197,386.00","12,409,657.82","12,409,657.82","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"VSAT","VIASAT INC","Equity","0.03","73.19","168,569.00","12,338,407.95","12,338,407.95","Information Technology","2946243","US92552V1008","NASDAQ"
"ZNGA","ZYNGA INC CLASS A","Equity","0.03","6.12","2,016,462.00","12,340,747.44","12,340,747.44","Communication","B79PX49","US98986T1088","NASDAQ"
"AVT","AVNET INC","Equity","0.03","42.44","290,141.00","12,313,584.04","12,313,584.04","Information Technology","2066505","US0538071038","NASDAQ"
"ADS","ALLIANCE DATA SYSTEMS CORP","Equity","0.03","112.20","108,359.00","12,157,879.80","12,157,879.80","Information Technology","2762030","US0185811082","New York Stock Exchange Inc."
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Equity","0.03","58.28","208,119.00","12,129,175.32","12,129,175.32","Health Care","2248693","US4579852082","NASDAQ"
"COHR","COHERENT INC","Equity","0.03","166.35","72,863.00","12,120,760.05","12,120,760.05","Information Technology","2208374","US1924791031","NASDAQ"
"LOPE","GRAND CANYON EDUCATION INC","Equity","0.03","95.79","126,425.00","12,110,250.75","12,110,250.75","Consumer Discretionary","B3F1XM1","US38526M1062","NASDAQ"
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.03","84.74","142,519.00","12,077,060.06","12,077,060.06","Financials","2127899","US0082521081","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.03","12.70","950,911.00","12,076,569.70","12,076,569.70","Financials","2041308","US3025201019","New York Stock Exchange Inc."
"RIG","TRANSOCEAN LTD","Equity","0.03","6.88","1,750,643.00","12,044,423.84","12,044,423.84","Energy","B3KFWW1","CH0048265513","New York Stock Exchange Inc."
"WH","WYNDHAM HOTELS RESORTS INC","Equity","0.03","62.81","190,952.00","11,993,695.12","11,993,695.12","Consumer Discretionary","BF108P4","US98311A1051","New York Stock Exchange Inc."
"STL","STERLING BAN","Equity","0.03","21.08","568,488.00","11,983,727.04","11,983,727.04","Financials","BFNXVB8","US85917A1007","New York Stock Exchange Inc."
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.03","48.34","247,943.00","11,985,564.62","11,985,564.62","Communication","BD8QGF7","US5312294094","NASDAQ"
"FL","FOOT LOCKER INC","Equity","0.03","38.99","307,281.00","11,980,886.19","11,980,886.19","Consumer Discretionary","2980906","US3448491049","New York Stock Exchange Inc."
"LOGM","LOGMEIN INC","Equity","0.03","85.74","139,541.00","11,964,245.34","11,964,245.34","Information Technology","B600J15","US54142L1098","NASDAQ"
"UNVR","UNIVAR SOLUTIONS INC","Equity","0.03","24.24","493,074.00","11,952,113.76","11,952,113.76","Industrials","BZ07PN3","US91336L1070","New York Stock Exchange Inc."
"TWO","TWO HARBORS INVESTMENT REIT CORP","Equity","0.03","14.62","814,953.00","11,914,612.86","11,914,612.86","Financials","BD832H2","US90187B4086","New York Stock Exchange Inc."
"CIT","CIT GROUP INC","Equity","0.03","45.63","259,863.00","11,857,548.69","11,857,548.69","Financials","B4Z73G0","US1255818015","New York Stock Exchange Inc."
"VVV","VALVOLINE INC","Equity","0.03","21.41","553,670.00","11,854,074.70","11,854,074.70","Materials","BDG22J3","US92047W1018","New York Stock Exchange Inc."
"FTDR","FRONTDOOR INC","Equity","0.03","47.42","249,441.00","11,828,492.22","11,828,492.22","Consumer Discretionary","BFYF094","US35905A1097","NASDAQ"
"AYI","ACUITY BRANDS INC","Equity","0.03","138.00","85,641.00","11,818,458.00","11,818,458.00","Industrials","2818461","US00508Y1029","New York Stock Exchange Inc."
"AA","ALCOA CORP","Equity","0.03","21.51","545,836.00","11,740,932.36","11,740,932.36","Materials","BYNF418","US0138721065","New York Stock Exchange Inc."
"CCK","CROWN HOLDINGS INC","Equity","0.03","72.54","161,737.00","11,732,401.98","11,732,401.98","Materials","2427986","US2283681060","New York Stock Exchange Inc."
"HLF","HERBALIFE NUTRITION LTD","Equity","0.03","47.67","245,771.00","11,715,903.57","11,715,903.57","Consumer Staples","B0539H3","KYG4412G1010","New York Stock Exchange Inc."
"NVT","NVENT ELECTRIC PLC","Equity","0.03","25.58","457,857.00","11,711,982.06","11,711,982.06","Industrials","BDVJJQ5","IE00BDVJJQ56","New York Stock Exchange Inc."
"WTFC","WINTRUST FINANCIAL CORP","Equity","0.03","70.90","164,942.00","11,694,387.80","11,694,387.80","Financials","2425258","US97650W1080","NASDAQ"
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.03","47.03","248,100.00","11,668,143.00","11,668,143.00","Financials","BZ13MZ1","BMG0684D1074","New York Stock Exchange Inc."
"MUR","MURPHY OIL CORP","Equity","0.03","26.80","434,115.00","11,634,282.00","11,634,282.00","Energy","2611206","US6267171022","New York Stock Exchange Inc."
"SVC","SERVICE PROPERTIES TRUST","Equity","0.03","24.33","478,273.00","11,636,382.09","11,636,382.09","Real Estate","BKRT1C8","US81761L1026","NASDAQ"
"GPS","GAP INC","Equity","0.03","17.68","658,004.00","11,633,510.72","11,633,510.72","Consumer Discretionary","2360326","US3647601083","New York Stock Exchange Inc."
"EQC","EQUITY COMMONWEALTH REIT","Equity","0.03","32.83","353,459.00","11,604,058.97","11,604,058.97","Real Estate","BPH3N63","US2946281027","New York Stock Exchange Inc."
"THO","THOR INDUSTRIES INC","Equity","0.03","74.29","155,747.00","11,570,444.63","11,570,444.63","Consumer Discretionary","2889876","US8851601018","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.03","23.48","489,080.00","11,483,598.40","11,483,598.40","Consumer Discretionary","2105505","US0936711052","New York Stock Exchange Inc."
"POST","POST HOLDINGS INC","Equity","0.03","109.10","105,096.00","11,465,973.60","11,465,973.60","Consumer Staples","B6T0518","US7374461041","New York Stock Exchange Inc."
"UMPQ","UMPQUA HOLDINGS CORP","Equity","0.03","17.70","646,846.00","11,449,174.20","11,449,174.20","Financials","2484389","US9042141039","NASDAQ"
"KMPR","KEMPER CORP","Equity","0.03","77.50","147,142.00","11,403,505.00","11,403,505.00","Financials","B52KRV2","US4884011002","New York Stock Exchange Inc."
"BERY","BERRY GLOBAL GROUP INC","Equity","0.03","47.49","238,502.00","11,326,459.98","11,326,459.98","Materials","B8BR3H3","US08579W1036","New York Stock Exchange Inc."
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.03","78.02","145,041.00","11,316,098.82","11,316,098.82","Industrials","2325507","US3021301094","NASDAQ"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Equity","0.03","26.21","431,437.00","11,307,963.77","11,307,963.77","Real Estate","BCF5RR9","US02665T3068","New York Stock Exchange Inc."
"CIM","CHIMERA INVESTMENT CORP","Equity","0.03","20.56","547,392.00","11,254,379.52","11,254,379.52","Financials","BVZCNC0","US16934Q2084","New York Stock Exchange Inc."
"UTHR","UNITED THERAPEUTICS CORP","Equity","0.03","88.08","126,954.00","11,182,108.32","11,182,108.32","Health Care","2430412","US91307C1027","NASDAQ"
"NFG","NATIONAL FUEL GAS","Equity","0.03","46.54","240,030.00","11,170,996.20","11,170,996.20","Utilities","2626103","US6361801011","New York Stock Exchange Inc."
"MAC","MACERICH REIT","Equity","0.03","26.92","414,920.00","11,169,646.40","11,169,646.40","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"WRI","WEINGARTEN REALTY INVESTORS REIT","Equity","0.03","31.24","355,562.00","11,107,756.88","11,107,756.88","Real Estate","2946618","US9487411038","New York Stock Exchange Inc."
"FHB","FIRST HAWAIIAN INC","Equity","0.03","28.85","382,442.00","11,033,451.70","11,033,451.70","Financials","BDC6HG1","US32051X1081","NASDAQ"
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.03","24.45","449,977.00","11,001,937.65","11,001,937.65","Financials","BYPZJQ6","JE00BYPZJM29","New York Stock Exchange Inc."
"DLB","DOLBY LABORATORIES INC CLASS A","Equity","0.03","68.80","159,871.00","10,999,124.80","10,999,124.80","Information Technology","B04NJM9","US25659T1079","New York Stock Exchange Inc."
"PBF","PBF ENERGY INC CLASS A","Equity","0.03","31.37","350,312.00","10,989,287.44","10,989,287.44","Energy","B7F4TJ7","US69318G1067","New York Stock Exchange Inc."
"SLM","SLM CORP","Equity","0.03","8.91","1,225,862.00","10,922,430.42","10,922,430.42","Financials","2101967","US78442P1066","NASDAQ"
"OZK","BANK OZK","Equity","0.03","30.50","356,338.00","10,870,090.69","10,870,090.69","Financials","BZ56Q65","US06417N1037","NASDAQ"
"BOH","BANK OF HAWAII CORP.","Equity","0.03","95.16","114,084.00","10,856,233.44","10,856,233.44","Financials","2074070","US0625401098","New York Stock Exchange Inc."
"HRC","HILL ROM HOLDINGS INC","Equity","0.03","113.53","94,885.00","10,772,294.05","10,772,294.05","Health Care","2425924","US4314751029","New York Stock Exchange Inc."
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Equity","0.03","532.21","20,216.00","10,759,157.36","10,759,157.36","Financials","2355582","US31946M1036","NASDAQ"
"URI","UNITED RENTALS INC","Equity","0.03","166.77","64,317.00","10,726,146.09","10,726,146.09","Industrials","2134781","US9113631090","New York Stock Exchange Inc."
"TKR","TIMKEN","Equity","0.03","56.31","189,652.00","10,679,304.12","10,679,304.12","Industrials","2892807","US8873891043","New York Stock Exchange Inc."
"SKX","SKECHERS USA INC CLASS A","Equity","0.03","43.19","246,999.00","10,667,886.81","10,667,886.81","Consumer Discretionary","2428042","US8305661055","New York Stock Exchange Inc."
"GT","GOODYEAR TIRE & RUBBER","Equity","0.02","15.56","684,158.00","10,642,077.69","10,642,077.69","Consumer Discretionary","2378200","US3825501014","NASDAQ"
"CNK","CINEMARK HOLDINGS INC","Equity","0.02","33.85","313,762.00","10,620,843.70","10,620,843.70","Communication","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"HUBB","HUBBELL INC","Equity","0.02","147.82","71,487.00","10,567,208.34","10,567,208.34","Industrials","BDFG6S3","US4435106079","New York Stock Exchange Inc."
"SBNY","SIGNATURE BANK","Equity","0.02","136.61","77,252.00","10,553,395.72","10,553,395.72","Financials","B00JQL9","US82669G1040","NASDAQ"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Equity","0.02","1,115.51","9,431.00","10,520,374.81","10,520,374.81","Financials","2339252","BMG9618E1075","New York Stock Exchange Inc."
"CPB","CAMPBELL SOUP","Equity","0.02","49.42","212,438.00","10,498,685.96","10,498,685.96","Consumer Staples","2162845","US1344291091","New York Stock Exchange Inc."
"BYND","BEYOND MEAT INC","Equity","0.02","75.60","137,940.00","10,428,264.00","10,428,264.00","Consumer Staples","BJ1FDK7","US08862E1091","NASDAQ"
"BKU","BANKUNITED INC","Equity","0.02","36.56","284,356.00","10,396,055.36","10,396,055.36","Financials","B3NNTZ4","US06652K1034","New York Stock Exchange Inc."
"HHC","HOWARD HUGHES CORP","Equity","0.02","126.80","81,131.00","10,287,410.80","10,287,410.80","Real Estate","B5VR4H9","US44267D1072","New York Stock Exchange Inc."
"RBC","REGAL BELOIT CORP","Equity","0.02","85.61","119,760.00","10,252,653.60","10,252,653.60","Industrials","2730082","US7587501039","New York Stock Exchange Inc."
"CLX","CLOROX","Equity","0.02","153.54","66,673.00","10,236,972.42","10,236,972.42","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"LB","L BRANDS INC","Equity","0.02","18.12","564,394.00","10,226,819.28","10,226,819.28","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc."
"MFA","MFA FINANCIAL REIT INC","Equity","0.02","7.65","1,318,786.00","10,088,712.90","10,088,712.90","Financials","2418162","US55272X1028","New York Stock Exchange Inc."
"MSM","MSC INDUSTRIAL INC CLASS A","Equity","0.02","78.47","128,227.00","10,061,972.69","10,061,972.69","Industrials","2567655","US5535301064","New York Stock Exchange Inc."
"ASB","ASSOCIATED BANCORP","Equity","0.02","22.04","456,252.00","10,055,794.08","10,055,794.08","Financials","2055718","US0454871056","New York Stock Exchange Inc."
"APLE","APPLE HOSPITALITY REIT INC","Equity","0.02","16.25","616,988.00","10,026,055.00","10,026,055.00","Real Estate","BXRTX56","US03784Y2000","New York Stock Exchange Inc."
"CPA","COPA HOLDINGS A SA","Equity","0.02","108.08","92,085.00","9,952,546.80","9,952,546.80","Industrials","B0TNJH9","PAP310761054","New York Stock Exchange Inc."
"QRTEA","QURATE RETAIL INC SERIES A","Equity","0.02","8.43","1,175,270.00","9,907,526.10","9,907,526.10","Consumer Discretionary","BZ19HB0","US74915M1009","NASDAQ"
"SIX","SIX FLAGS ENTERTAINMENT CORP","Equity","0.02","45.11","219,257.00","9,890,683.27","9,890,683.27","Consumer Discretionary","B43VKB8","US83001A1025","New York Stock Exchange Inc."
"EHC","ENCOMPASS HEALTH CORP","Equity","0.02","69.27","142,248.00","9,853,518.96","9,853,518.96","Health Care","BYX2YJ7","US29261A1007","New York Stock Exchange Inc."
"YUMC","YUM CHINA HOLDINGS INC","Equity","0.02","48.01","205,284.00","9,855,684.84","9,855,684.84","Consumer Discretionary","BYW4289","US98850P1093","New York Stock Exchange Inc."
"OUT","OUTFRONT MEDIA INC","Equity","0.02","26.82","364,479.00","9,775,326.78","9,775,326.78","Real Estate","BSP6611","US69007J1060","New York Stock Exchange Inc."
"UHAL","AMERCO","Equity","0.02","375.82","25,985.00","9,765,682.70","9,765,682.70","Industrials","2028174","US0235861004","NASDAQ"
"YUM","YUM BRANDS INC","Equity","0.02","100.73","95,631.00","9,632,910.63","9,632,910.63","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"CFX","COLFAX CORP","Equity","0.02","36.38","264,343.00","9,616,798.34","9,616,798.34","Industrials","B2RB4W9","US1940141062","New York Stock Exchange Inc."
"COTY","COTY INC CLASS A","Equity","0.02","11.25","847,084.00","9,529,695.00","9,529,695.00","Consumer Staples","BBBSMJ2","US2220702037","New York Stock Exchange Inc."
"H","HYATT HOTELS CORP CLASS A","Equity","0.02","89.71","106,166.00","9,524,151.86","9,524,151.86","Consumer Discretionary","B5B82X4","US4485791028","New York Stock Exchange Inc."
"OFC","CORPORATE OFFICE PROPERTIES TRUST","Equity","0.02","29.38","321,418.00","9,443,260.84","9,443,260.84","Real Estate","2756152","US22002T1088","New York Stock Exchange Inc."
"CPRI","CAPRI HOLDINGS LTD","Equity","0.02","38.15","245,139.00","9,352,052.85","9,352,052.85","Consumer Discretionary","BJ1N1M9","VGG1890L1076","New York Stock Exchange Inc."
"ALKS","ALKERMES","Equity","0.02","20.40","457,847.00","9,340,078.80","9,340,078.80","Health Care","B3P6D26","IE00B56GVS15","NASDAQ"
"CLGX","CORELOGIC INC","Equity","0.02","43.71","213,008.00","9,310,579.68","9,310,579.68","Information Technology","B5541Y2","US21871D1037","New York Stock Exchange Inc."
"LM","LEGG MASON INC","Equity","0.02","35.91","258,796.00","9,293,364.36","9,293,364.36","Financials","2510615","US5249011058","New York Stock Exchange Inc."
"MIC","MACQUARIE INFRASTRUCTURE CORP","Equity","0.02","42.84","215,782.00","9,244,100.88","9,244,100.88","Industrials","B1Z4VB1","US55608B1052","New York Stock Exchange Inc."
"EXEL","EXELIXIS INC","Equity","0.02","17.62","518,733.00","9,140,075.46","9,140,075.46","Health Care","2576941","US30161Q1040","NASDAQ"
"VMI","VALMONT INDS INC","Equity","0.02","149.78","60,197.00","9,016,306.66","9,016,306.66","Industrials","2926825","US9202531011","New York Stock Exchange Inc."
"NKTR","NEKTAR THERAPEUTICS","Equity","0.02","21.59","417,770.00","9,017,565.45","9,017,565.45","Health Care","2454445","US6402681083","NASDAQ"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.02","124.56","72,168.00","8,989,246.08","8,989,246.08","Communication","BRTLBY3","US5303071071","NASDAQ"
"XPO","XPO LOGISTICS INC","Equity","0.02","79.70","112,680.00","8,980,596.00","8,980,596.00","Industrials","B6Z1355","US9837931008","New York Stock Exchange Inc."
"ENR","ENERGIZER HOLDINGS INC","Equity","0.02","50.22","178,114.00","8,944,885.08","8,944,885.08","Consumer Staples","BYZFPN5","US29272W1099","New York Stock Exchange Inc."
"DKS","DICKS SPORTING INC","Equity","0.02","49.49","180,490.00","8,932,450.10","8,932,450.10","Consumer Discretionary","2969637","US2533931026","New York Stock Exchange Inc."
"CC","CHEMOURS","Equity","0.02","18.09","480,084.00","8,684,719.56","8,684,719.56","Materials","BZ0CTP8","US1638511089","New York Stock Exchange Inc."
"S","SPRINT CORP","Equity","0.02","5.21","1,663,589.00","8,667,298.69","8,667,298.69","Communication","BC4FF21","US85207U1051","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.02","107.51","80,421.00","8,646,061.71","8,646,061.71","Communication","2310194","US2855121099","NASDAQ"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Equity","0.02","33.22","255,182.00","8,477,146.04","8,477,146.04","Health Care","B65VZ37","US00404A1097","NASDAQ"
"EQT","EQT CORP","Equity","0.02","10.90","776,938.00","8,468,624.20","8,468,624.20","Energy","2319414","US26884L1098","New York Stock Exchange Inc."
"AGR","AVANGRID INC","Equity","0.02","51.16","164,979.00","8,440,325.64","8,440,325.64","Utilities","BYP0CD9","US05351W1036","New York Stock Exchange Inc."
"RPAI","RETAIL PROPERTIES OF AMERICA REIT","Equity","0.02","13.40","625,738.00","8,384,889.20","8,384,889.20","Real Estate","B7QR337","US76131V2025","New York Stock Exchange Inc."
"TCBI","TEXAS CAPITAL BANCSHARES INC","Equity","0.02","56.77","147,263.00","8,360,120.51","8,360,120.51","Financials","2977209","US88224Q1076","NASDAQ"
"CLR","CONTINENTAL RESOURCES INC","Equity","0.02","34.30","242,937.00","8,332,739.10","8,332,739.10","Energy","B1XGWS3","US2120151012","New York Stock Exchange Inc."
"BOKF","BOK FINANCIAL CORP","Equity","0.02","87.40","95,151.00","8,316,197.40","8,316,197.40","Financials","2109091","US05561Q2012","NASDAQ"
"R","RYDER SYSTEM INC","Equity","0.02","54.31","152,577.00","8,286,456.87","8,286,456.87","Industrials","2760669","US7835491082","New York Stock Exchange Inc."
"OMF","ONEMAIN HOLDINGS INC","Equity","0.02","42.15","191,567.00","8,074,549.05","8,074,549.05","Financials","BYSZB89","US68268W1036","New York Stock Exchange Inc."
"BDN","BRANDYWINE REALTY TRUST REIT","Equity","0.02","15.75","511,410.00","8,054,707.50","8,054,707.50","Real Estate","2518954","US1053682035","New York Stock Exchange Inc."
"ALLE","ALLEGION PLC","Equity","0.02","124.54","64,445.00","8,025,980.30","8,025,980.30","Industrials","BFRT3W7","IE00BFRT3W74","New York Stock Exchange Inc."
"HOLX","HOLOGIC INC","Equity","0.02","52.21","153,522.00","8,015,383.62","8,015,383.62","Health Care","2433530","US4364401012","NASDAQ"
"COMM","COMMSCOPE HOLDING INC","Equity","0.02","14.19","560,861.00","7,958,617.59","7,958,617.59","Information Technology","BFRBX34","US20337X1090","NASDAQ"
"HSY","HERSHEY FOODS","Equity","0.02","146.98","53,977.00","7,933,539.46","7,933,539.46","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"OLN","OLIN CORP","Equity","0.02","17.25","459,520.00","7,926,720.00","7,926,720.00","Materials","2658526","US6806652052","New York Stock Exchange Inc."
"SPB","SPECTRUM BRANDS HOLDINGS INC","Equity","0.02","64.29","122,719.00","7,889,604.51","7,889,604.51","Consumer Staples","BDRYFB1","US84790A1051","New York Stock Exchange Inc."
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Equity","0.02","638.99","12,318.00","7,871,078.82","7,871,078.82","Consumer Discretionary","BGM1B98","US3846371041","New York Stock Exchange Inc."
"LAZ","LAZARD LTD CLASS A","Equity","0.02","39.96","196,804.00","7,864,287.84","7,864,287.84","Financials","B081VQ7","BMG540501027","New York Stock Exchange Inc."
"WST","WEST PHARMACEUTICAL SERVICES INC","Equity","0.02","150.33","52,256.00","7,855,644.48","7,855,644.48","Health Care","2950482","US9553061055","New York Stock Exchange Inc."
"PGRE","PARAMOUNT GROUP REIT INC","Equity","0.02","13.92","560,609.00","7,803,677.28","7,803,677.28","Real Estate","BSL7HC6","US69924R1086","New York Stock Exchange Inc."
"STAY","EXTENDED STAY AMERICA UNITS INC","Equity","0.02","14.86","522,629.00","7,766,266.94","7,766,266.94","Consumer Discretionary","BGH3F75","US30224P2002","NASDAQ"
"HGV","HILTON GRAND VACATIONS INC","Equity","0.02","34.39","225,178.00","7,743,871.42","7,743,871.42","Consumer Discretionary","BYSLHX4","US43283X1054","New York Stock Exchange Inc."
"FLR","FLUOR CORP","Equity","0.02","18.88","410,068.00","7,742,083.84","7,742,083.84","Industrials","2696838","US3434121022","New York Stock Exchange Inc."
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.02","105.62","73,087.00","7,719,448.94","7,719,448.94","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"AN","AUTONATION INC","Equity","0.02","48.63","158,122.00","7,689,472.86","7,689,472.86","Consumer Discretionary","2732635","US05329W1027","New York Stock Exchange Inc."
"APY","APERGY CORP","Equity","0.02","33.78","226,778.00","7,660,560.84","7,660,560.84","Energy","BFXZQZ3","US03755L1044","New York Stock Exchange Inc."
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.02","46.62","164,369.00","7,662,882.78","7,662,882.78","Financials","B1WT4X2","US45841N1072","NASDAQ"
"NAVI","NAVIENT CORP","Equity","0.02","13.68","557,669.00","7,628,911.92","7,628,911.92","Financials","BLP5GX1","US63938C1080","NASDAQ"
"CBT","CABOT CORP","Equity","0.02","47.52","160,432.00","7,623,728.64","7,623,728.64","Materials","2162500","US1270551013","New York Stock Exchange Inc."
"EFX","EQUIFAX INC","Equity","0.02","140.12","54,145.00","7,586,797.40","7,586,797.40","Industrials","2319146","US2944291051","New York Stock Exchange Inc."
"ZG","ZILLOW GROUP INC CLASS A","Equity","0.02","45.74","165,327.00","7,562,056.98","7,562,056.98","Communication","BVYJBR3","US98954M1018","NASDAQ"
"COG","CABOT OIL & GAS CORP","Equity","0.02","17.41","431,118.00","7,505,764.38","7,505,764.38","Energy","2162340","US1270971039","New York Stock Exchange Inc."
"TDS","TELEPHONE AND DATA SYSTEMS INC","Equity","0.02","25.43","294,268.00","7,483,235.24","7,483,235.24","Communication","B6YR5K3","US8794338298","New York Stock Exchange Inc."
"CRI","CARTERS INC","Equity","0.02","109.34","68,011.00","7,436,322.74","7,436,322.74","Consumer Discretionary","2980939","US1462291097","New York Stock Exchange Inc."
"AGIO","AGIOS PHARMACEUTICALS INC","Equity","0.02","47.75","154,998.00","7,401,154.50","7,401,154.50","Health Care","BCBVTX1","US00847X1046","NASDAQ"
"ICUI","ICU MEDICAL INC","Equity","0.02","187.12","39,218.00","7,338,472.16","7,338,472.16","Health Care","2451918","US44930G1076","NASDAQ"
"WLK","WESTLAKE CHEMICAL CORP","Equity","0.02","70.15","103,829.00","7,283,604.35","7,283,604.35","Materials","B01ZP20","US9604131022","New York Stock Exchange Inc."
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.02","78.20","92,928.00","7,266,969.60","7,266,969.60","Industrials","2116228","US12541W2098","NASDAQ"
"ETRN","EQUITRANS MIDSTREAM CORP","Equity","0.02","13.36","537,976.00","7,187,359.36","7,187,359.36","Energy","BFMWBV6","US2946001011","New York Stock Exchange Inc."
"CXP","COLUMBIA PROPERTY REIT INC TRUST","Equity","0.02","20.91","341,983.00","7,150,864.53","7,150,864.53","Real Estate","BFLY9C0","US1982872038","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.02","155.98","45,762.00","7,137,956.76","7,137,956.76","Consumer Discretionary","B5B1S13","US2566771059","New York Stock Exchange Inc."
"WCC","WESCO INTERNATIONAL INC","Equity","0.02","59.39","119,629.00","7,104,766.31","7,104,766.31","Industrials","2416973","US95082P1057","New York Stock Exchange Inc."
"SLGN","SILGAN HOLDINGS INC","Equity","0.02","31.08","228,425.00","7,099,449.00","7,099,449.00","Materials","2809324","US8270481091","NASDAQ"
"WYNN","WYNN RESORTS LTD","Equity","0.02","138.87","49,337.00","6,851,429.19","6,851,429.19","Consumer Discretionary","2963811","US9831341071","NASDAQ"
"SC","SANTANDER CONSUMER USA HOLDINGS IN","Equity","0.02","23.37","292,833.00","6,843,507.21","6,843,507.21","Financials","BJ0KZ85","US80283M1018","New York Stock Exchange Inc."
"PINC","PREMIER INC CLASS A","Equity","0.02","37.88","177,648.00","6,729,306.24","6,729,306.24","Health Care","BDZDRC5","US74051N1028","NASDAQ"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.02","40.98","161,214.00","6,606,549.72","6,606,549.72","Consumer Staples","2616870","US67018T1051","New York Stock Exchange Inc."
"THS","TREEHOUSE FOODS INC","Equity","0.02","48.50","135,397.00","6,566,754.50","6,566,754.50","Consumer Staples","B095X84","US89469A1043","New York Stock Exchange Inc."
"CLNY","COLONY CAPITAL INC CLASS A","Equity","0.02","4.75","1,379,857.00","6,554,320.75","6,554,320.75","Real Estate","BG5QFV0","US19626G1085","New York Stock Exchange Inc."
"TRN","TRINITY INDUSTRIES INC","Equity","0.02","22.15","294,125.00","6,514,868.75","6,514,868.75","Industrials","2904627","US8965221091","New York Stock Exchange Inc."
"MD","MEDNAX INC","Equity","0.02","27.79","231,477.00","6,432,745.83","6,432,745.83","Health Care","2677640","US58502B1061","New York Stock Exchange Inc."
"SATS","ECHOSTAR CORP CLASS A","Equity","0.02","43.31","148,414.00","6,427,810.34","6,427,810.34","Information Technology","B2NC471","US2787681061","NASDAQ"
